message_id,channel,label,label_name,cleaned_text,raw_text,message_length,word_count,has_url,url_count,has_phone,has_email_header,uppercase_ratio,special_char_ratio
MSG_000068,SMS,1,Phishing,viagra for free always wanted to try the drug the world has been talking about ? well now is your chance to try it for free ! ! ! get free viagra here : www . 247 - 4 less . com / free / ? bonsay,viagra for free always wanted to try the drug the world has been talking about ? well now is your chance to try it for free ! ! ! get free viagra here : www . 247 - 4 less . com / free / ? bonsay,195,47,False,0,False,False,0.0,0.0564
MSG_000069,SMS,1,Phishing,online live striptease for you see me naked click here,online live striptease for you see me naked click here,54,10,False,0,False,False,0.0,0.0
MSG_000076,SMS,0,Legitimate,urgent sec disclosure document - 8 pm version attached is the latest disclosure document . please get your comments to the working team by 9 : 00 pm . we are in 3328 . thanks .,urgent sec disclosure document - 8 pm version attached is the latest disclosure document . please get your comments to the working team by 9 : 00 pm . we are in 3328 . thanks .,176,36,False,0,False,False,0.0,0.0341
MSG_000078,SMS,1,Phishing,tpsshutter.com,tpsshutter.com,14,1,False,0,False,False,0.0,0.0714
MSG_000079,SMS,1,Phishing,theplaceofgist.com.ng,theplaceofgist.com.ng,21,1,False,0,False,False,0.0,0.0952
MSG_000080,SMS,1,Phishing,"extra power . don ' t think . just act . now it ' s time to enjoy a fully functional intimate life ! lawyer , n . one skilled in the circumvention of the law . the secret to life is that there is no secret . i have read your book and much like it .","extra power . don ' t think . just act . now it ' s time to enjoy a fully functional intimate life ! lawyer , n . one skilled in the circumvention of the law . the secret to life is that there is no secret . i have read your book and much like it .",248,58,False,0,False,False,0.0,0.0444
MSG_000081,SMS,1,Phishing,"woww . . 8 o - % off abazis biggest stores of on ' line pharmacies . vicodi ' n , viagraa , valiu ' m , xa ' nax , highest qualities assured on our online generic meds at the most competitive prices . vi ' sit us today ' s !","woww . . 8 o - % off abazis biggest stores of on ' line pharmacies . vicodi ' n , viagraa , valiu ' m , xa ' nax , highest qualities assured on our online generic meds at the most competitive prices . vi ' sit us today ' s !",224,53,False,0,False,False,0.0,0.0759
MSG_000084,SMS,1,Phishing,mycloudforonedive.tk,mycloudforonedive.tk,20,1,False,0,False,False,0.0,0.05
MSG_000085,SMS,1,Phishing,safety-helps01.000webhostapp.com,safety-helps01.000webhostapp.com,32,1,False,0,False,False,0.0,0.0938
MSG_000089,SMS,0,Legitimate,"Wow, three replies already, all recommending ssh. Thanks!- JoeBack in my day, they didn't have ssh. Then again, back in my day, they didn't have firewalls. And I still miss X10's active icons.","Wow, three replies already, all recommending ssh. Thanks!- JoeBack in my day, they didn't have ssh. Then again, back in my day,
they didn't have firewalls. And I still miss X10's active icons.
",192,33,False,0,False,False,0.0417,0.0729
MSG_000091,SMS,1,Phishing,aa-qx.top,aa-qx.top,9,1,False,0,False,False,0.0,0.2222
MSG_000092,SMS,0,Legitimate,I am 6 ft. We will be a good combination!,I am 6 ft. We will be a good combination!,41,10,False,0,False,False,0.0488,0.0488
MSG_000094,SMS,1,Phishing,ezzifacial.com,ezzifacial.com,14,1,False,0,False,False,0.0,0.0714
MSG_000100,SMS,1,Phishing,the permanent solution to penis enlargement limited time offer : increase atleast 4 inches or your money back - - - - > visit us and learn more no thanks,the permanent solution to penis enlargement limited time offer : increase atleast 4 inches or your money back - - - - > visit us and learn more no thanks,153,30,False,0,False,False,0.0,0.0392
MSG_000101,SMS,0,Legitimate,WHO ARE YOU SEEING?,WHO ARE YOU SEEING?,19,4,False,0,False,False,0.7895,0.0526
MSG_000102,SMS,1,Phishing,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,136,20,False,0,True,False,0.125,0.0662
MSG_000103,SMS,1,Phishing,bring on the best software . . . at the most reasonable prices ! best software prices . why can ' t they invent something for us to marry instead of women ? ah ! the clock is always slow ; it is later than you think .,bring on the best software . . . at the most reasonable prices ! best software prices . why can ' t they invent something for us to marry instead of women ? ah ! the clock is always slow ; it is later than you think .,217,48,False,0,False,False,0.0,0.0461
MSG_000104,SMS,1,Phishing,uofbdfg6ko.temp.swtest.ru,uofbdfg6ko.temp.swtest.ru,25,1,False,0,False,False,0.0,0.12
MSG_000106,SMS,1,Phishing,staging.babystuff24.de,staging.babystuff24.de,22,1,False,0,False,False,0.0,0.0909
MSG_000107,SMS,1,Phishing,apple.com.itunes-cloud.services,apple.com.itunes-cloud.services,31,1,False,0,False,False,0.0,0.129
MSG_000108,SMS,1,Phishing,low price software http : / / neonate . setupmefree . com / ? a = 3107,low price software http : / / neonate . setupmefree . com / ? a = 3107,70,17,False,0,False,False,0.0,0.1143
MSG_000111,SMS,0,Legitimate,"URL: http://www.newsisfree.com/click/-0,8597657,215/ Date: 2002-10-06T02:27:58+01:00*Net news:* A devastating new computer virus is causing havoc around the world as it crashes computers, distributes confidential e-mails and steals credit card details.","URL: http://www.newsisfree.com/click/-0,8597657,215/
Date: 2002-10-06T02:27:58+01:00*Net news:* A devastating new computer virus is causing havoc around the world 
as it crashes computers, distributes confidential e-mails and steals credit 
card details.
",252,28,True,1,False,False,0.0278,0.0992
MSG_000113,SMS,0,Legitimate,Oh k.k..where did you take test?,Oh k.k..where did you take test?,32,6,False,0,False,False,0.0312,0.125
MSG_000114,SMS,1,Phishing,inexpugnable-cup.000webhostapp.com,inexpugnable-cup.000webhostapp.com,34,1,False,0,False,False,0.0,0.0882
MSG_000115,SMS,0,Legitimate,Mmm so yummy babe ... Nice jolt to the suzy,Mmm so yummy babe ... Nice jolt to the suzy,43,10,False,0,False,False,0.0465,0.0698
MSG_000128,SMS,1,Phishing,mprostata.com,mprostata.com,13,1,False,0,False,False,0.0,0.0769
MSG_000129,SMS,0,Legitimate,I borrow ur bag ok.,I borrow ur bag ok.,19,5,False,0,False,False,0.0526,0.0526
MSG_000131,SMS,1,Phishing,ko-fackbook-sming.com,ko-fackbook-sming.com,21,1,False,0,False,False,0.0,0.1429
MSG_000132,SMS,0,Legitimate,Well i will watch shrek in 3D!!B),Well i will watch shrek in 3D!!B),33,7,False,0,False,False,0.0909,0.0909
MSG_000134,SMS,1,Phishing,sholesse.github.io,sholesse.github.io,18,1,False,0,False,False,0.0,0.1111
MSG_000136,SMS,1,Phishing,"re : "" v [ iagra , it ' s for more than just sex ! ""","re : "" v [ iagra , it ' s for more than just sex ! """,52,17,False,0,False,False,0.0,0.1346
MSG_000137,SMS,1,Phishing,re : april deals be her des : ire tonight green card online some chances only come once . . . http : / / www . gc - two . info ? aid = 187 to be removed http : / / www . gc - two . info / discon,re : april deals be her des : ire tonight green card online some chances only come once . . . http : / / www . gc - two . info ? aid = 187 to be removed http : / / www . gc - two . info / discon,194,52,False,0,False,False,0.0,0.1031
MSG_000139,SMS,0,Legitimate,Are you wet right now?,Are you wet right now?,22,5,False,0,False,False,0.0455,0.0455
MSG_000141,SMS,1,Phishing,jiang.aspx?e1=,jiang.aspx?e1=,14,1,False,0,False,False,0.0,0.2143
MSG_000143,SMS,1,Phishing,ariemig.com.ve,ariemig.com.ve,14,1,False,0,False,False,0.0,0.1429
MSG_000145,SMS,1,Phishing,mail.clinicasecad.com.br,mail.clinicasecad.com.br,24,1,False,0,False,False,0.0,0.125
MSG_000147,SMS,1,Phishing,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,158,33,False,0,False,False,0.6582,0.0443
MSG_000149,SMS,1,Phishing,91.239.24.15:6892,91.239.24.15:6892,17,1,False,0,False,False,0.0,0.2353
MSG_000151,SMS,1,Phishing,pahonjointyhser.ga,pahonjointyhser.ga,18,1,False,0,False,False,0.0,0.0556
MSG_000153,SMS,1,Phishing,jesuswithusfellowship.org,jesuswithusfellowship.org,25,1,False,0,False,False,0.0,0.04
MSG_000155,SMS,0,Legitimate,total da load at 5 . 7 % as of 8 / 31 the new data are out from the cpuc . only reported as of 8 / 31 / 01 .,total da load at 5 . 7 % as of 8 / 31 the new data are out from the cpuc . only reported as of 8 / 31 / 01 .,108,32,False,0,False,False,0.0,0.0648
MSG_000157,SMS,0,Legitimate,"URL: http://www.newsisfree.com/click/-5,8535469,215/ Date: 2002-10-04T02:38:56+01:00*Politics:* Tony Blair has distanced himself from a minister accused of meddling in an election for the leadership of the Labour party's biggest trade union affiliate.","URL: http://www.newsisfree.com/click/-5,8535469,215/
Date: 2002-10-04T02:38:56+01:00*Politics:* Tony Blair has distanced himself from a minister accused of 
meddling in an election for the leadership of the Labour party's biggest trade 
union affiliate.
",251,29,True,1,False,False,0.0359,0.0956
MSG_000160,SMS,1,Phishing,emp-game.com,emp-game.com,12,1,False,0,False,False,0.0,0.1667
MSG_000164,SMS,1,Phishing,Free passwordsGET PORN FOR FREEFREE PASSWORD TO: 18 & ASIAN HUGE TITS XXX FREE AMATEUR HOTTIES FREE TEEN HOTTIES FREE AND KINKY FREE FARM SLUTS FREE n' FAMOUSAdults onlyDiligent,"Free passwordsGET PORN FOR FREEFREE PASSWORD TO:
18 & ASIAN
HUGE TITS XXX
FREE AMATEUR HOTTIES
FREE TEEN HOTTIES
FREE AND KINKY
FREE FARM SLUTS
FREE n' FAMOUSAdults onlyDiligent
",177,29,False,0,False,False,0.6497,0.0169
MSG_000168,SMS,0,Legitimate,congratulations congrats on your promotion . you are very deserving ! peggy,congratulations congrats on your promotion . you are very deserving ! peggy,75,12,False,0,False,False,0.0,0.0267
MSG_000170,SMS,1,Phishing,trusttravelusa.com,trusttravelusa.com,18,1,False,0,False,False,0.0,0.0556
MSG_000172,SMS,1,Phishing,hotvedios.online,hotvedios.online,16,1,False,0,False,False,0.0,0.0625
MSG_000176,SMS,0,Legitimate,Am only searching for good dual sim mobile pa.,Am only searching for good dual sim mobile pa.,46,9,False,0,False,False,0.0217,0.0217
MSG_000178,SMS,1,Phishing,"11 - home loan rates as low as 3 . 59 % would you re - flnance if you knew you ' d save thousand $ ? even with po 0 r credit , we can get you rates under 3 . 56 % stop throwing your money away : let us show you how","11 - home loan rates as low as 3 . 59 % would you re - flnance if you knew you ' d save thousand $ ? even with po 0 r credit , we can get you rates under 3 . 56 % stop throwing your money away : let us show you how",214,55,False,0,False,False,0.0,0.0514
MSG_000179,SMS,1,Phishing,91.239.25.83:6892,91.239.25.83:6892,17,1,False,0,False,False,0.0,0.2353
MSG_000180,SMS,0,Legitimate,Prakesh is there know.,Prakesh is there know.,22,4,False,0,False,False,0.0455,0.0455
MSG_000182,SMS,1,Phishing,cuu.su,cuu.su,6,1,False,0,False,False,0.0,0.1667
MSG_000185,SMS,0,Legitimate,Went to pay rent. So i had to go to the bank to authorise the payment.,Went to pay rent. So i had to go to the bank to authorise the payment.,70,16,False,0,False,False,0.0286,0.0286
MSG_000187,SMS,1,Phishing,envianfe.com.br,envianfe.com.br,15,1,False,0,False,False,0.0,0.1333
MSG_000188,SMS,0,Legitimate,Dude just saw a parked car with its sunroof popped up. Sux,Dude just saw a parked car with its sunroof popped up. Sux,58,12,False,0,False,False,0.0345,0.0172
MSG_000190,SMS,0,Legitimate,"not that I know of, most people up here are still out of town","not that I know of, most people up here are still out of town",61,14,False,0,False,False,0.0164,0.0164
MSG_000191,SMS,1,Phishing,"fw : first time huge sized donwloadable video how ' s yourlefs ? supreb quality big sceern dnolwoadable moviesmacduff : what trhee things does drink epsecially povkroe ? poretr : marry , sir , nsoe - painting , seelp , and urine . buon gionro b , n","fw : first time huge sized donwloadable video how ' s yourlefs ? supreb quality big sceern dnolwoadable moviesmacduff : what trhee things does drink epsecially povkroe ? poretr : marry , sir , nsoe - painting , seelp , and urine . buon gionro b , n",248,48,False,0,False,False,0.0,0.0524
MSG_000194,SMS,0,Legitimate,"URL: http://www.newsisfree.com/click/-5,8535468,215/ Date: 2002-10-04T02:38:57+01:00*Media:* BBC and Sky-backed service will be launched at the end of this month with 30 free channels.","URL: http://www.newsisfree.com/click/-5,8535468,215/
Date: 2002-10-04T02:38:57+01:00*Media:* BBC and Sky-backed service will be launched at the end of this month 
with 30 free channels.
",184,21,True,1,False,False,0.0543,0.1304
MSG_000196,SMS,1,Phishing,entero.com.au/images/others/?.rand=13InboxLight.aspx?n=1774256418&email=&fav.1=&fid=1&fid=4&fid.1=&fid.1252899642=&fid.4.1252899642=&rand=13InboxLightaspxn.1774256418&rand.13InboxLight.aspxn.1774256418=,entero.com.au/images/others/?.rand=13InboxLight.aspx?n=1774256418&amp;email=&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418=,202,1,False,0,True,False,0.0297,0.1881
MSG_000197,SMS,1,Phishing,jeanshawbooks.info,jeanshawbooks.info,18,1,False,0,False,False,0.0,0.0556
MSG_000199,SMS,1,Phishing,suroloka.com,suroloka.com,12,1,False,0,False,False,0.0,0.0833
MSG_000200,SMS,1,Phishing,myaccount.app-x-services.net,myaccount.app-x-services.net,28,1,False,0,False,False,0.0,0.1429
MSG_000206,SMS,1,Phishing,Ringtone Club: Gr8 new polys direct to your mobile every week !,Ringtone Club: Gr8 new polys direct to your mobile every week !,63,12,False,0,False,False,0.0476,0.0317
MSG_000208,SMS,1,Phishing,jdjdjdjdj1.com,jdjdjdjdj1.com,14,1,False,0,False,False,0.0,0.0714
MSG_000209,SMS,0,Legitimate,X2  <#> . Are you going to get that,X2  &lt;#&gt; . Are you going to get that,35,9,False,0,False,False,0.0571,0.1143
MSG_000214,SMS,0,Legitimate,schedule crawler : hourahead failure start date : 12 / 21 / 01 ; hourahead hour : 19 ; hourahead schedule download failed . manual intervention required .,schedule crawler : hourahead failure start date : 12 / 21 / 01 ; hourahead hour : 19 ; hourahead schedule download failed . manual intervention required .,154,28,False,0,False,False,0.0,0.0584
MSG_000218,SMS,1,Phishing,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now!,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now!,99,21,False,0,True,False,0.1111,0.0303
MSG_000221,SMS,1,Phishing,airdrop-mcafee.info,airdrop-mcafee.info,19,1,False,0,False,False,0.0,0.1053
MSG_000222,SMS,1,Phishing,oligarh.sandbox.smartymedia.biz,oligarh.sandbox.smartymedia.biz,31,1,False,0,False,False,0.0,0.0968
MSG_000224,SMS,0,Legitimate,So no messages. Had food?,So no messages. Had food?,25,5,False,0,False,False,0.08,0.08
MSG_000226,SMS,1,Phishing,mail-sending-c4274.firebaseapp.com,mail-sending-c4274.firebaseapp.com,34,1,False,0,False,False,0.0,0.1176
MSG_000227,SMS,0,Legitimate,"hpl nom for may 30 , 2001 ( see attached file : hplno 530 . xls ) - hplno 530 . xls","hpl nom for may 30 , 2001 ( see attached file : hplno 530 . xls ) - hplno 530 . xls",83,22,False,0,False,False,0.0,0.0843
MSG_000228,SMS,1,Phishing,xn--bancdebogta-tebf.com,xn--bancdebogta-tebf.com,24,1,False,0,False,False,0.0,0.1667
MSG_000229,SMS,1,Phishing,service.manage.id.intrnapisecidtlsuppnets.com,service.manage.id.intrnapisecidtlsuppnets.com,45,1,False,0,False,False,0.0,0.0889
MSG_000230,SMS,0,Legitimate,"URL: http://www.newsisfree.com/click/-4,8276087,215/ Date: 2002-09-26T13:42:57+01:00*Business:* Black entrepreneurs face more problems in raising money for start-ups than white or Asian counterparts, new report says.","URL: http://www.newsisfree.com/click/-4,8276087,215/
Date: 2002-09-26T13:42:57+01:00*Business:* Black entrepreneurs face more problems in raising money for 
start-ups than white or Asian counterparts, new report says.
",216,22,True,1,False,False,0.037,0.1157
MSG_000232,SMS,1,Phishing,drifterswithlaptops.com,drifterswithlaptops.com,23,1,False,0,False,False,0.0,0.0435
MSG_000233,SMS,0,Legitimate,"per nelson ferries ( dealmaker ) : we do pay spinnaker i - . 08 . o ' neal , could you please change the base purchase deals to reflect that price . i changed the transport tickets to show that we pay nothing . thanks , ami","per nelson ferries ( dealmaker ) : we do pay spinnaker i - . 08 . o ' neal , could you please change the base purchase deals to reflect that price . i changed the transport tickets to show that we pay nothing . thanks , ami",223,48,False,0,False,False,0.0,0.0493
MSG_000235,SMS,1,Phishing,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7679046492 Now!","Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7679046492 Now! ",148,24,False,0,True,False,0.1149,0.0405
MSG_000243,SMS,1,Phishing,erectile dysfunction ruining your sex life ? multiple male orgasms more info here breakup plp credulity aph irreplaceable ns faust lag bilinear xyu reveal kbv altar lmt embedder jze mission cz caviar xv precious zex clamorous yz offertory pqe polemic gb filth rb cozen bh dun tqz cosy cfb no,erectile dysfunction ruining your sex life ? multiple male orgasms more info here breakup plp credulity aph irreplaceable ns faust lag bilinear xyu reveal kbv altar lmt embedder jze mission cz caviar xv precious zex clamorous yz offertory pqe polemic gb filth rb cozen bh dun tqz cosy cfb no,291,50,False,0,False,False,0.0,0.0034
MSG_000244,SMS,0,Legitimate,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u","Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",85,17,False,0,False,False,0.0235,0.0471
MSG_000248,SMS,0,Legitimate,"new load zone guys , just wanted to let you know that you will see a new load zone within sdgl , called "" pilot . "" this counterparty , pilot power , is an esp ( energy service provider ) , much like ees , and we are their new sc . so don ' t freak out when you see it in caps . thanks , stan","new load zone guys , just wanted to let you know that you will see a new load zone within sdgl , called "" pilot . "" this counterparty , pilot power , is an esp ( energy service provider ) , much like ees , and we are their new sc . so don ' t freak out when you see it in caps . thanks , stan",292,69,False,0,False,False,0.0,0.0514
MSG_000255,SMS,1,Phishing,secure-it.cf,secure-it.cf,12,1,False,0,False,False,0.0,0.1667
MSG_000258,SMS,1,Phishing,ayahoo6mesoptery624893.blob.core.windows.net,ayahoo6mesoptery624893.blob.core.windows.net,44,1,False,0,False,False,0.0,0.0909
MSG_000264,SMS,1,Phishing,paypal.com-us.cgi-bin.webscr-cmd-login-done-login.access-1308616875.paypal.com-us.cgi-bin.webscr-cmd-login-done-login.access-1308616875.colangelos.ca/cmd=_login-submit&dispatch=5885d80a13c0db1fb69470a13c0db1f1ff80d546411d7f8a8350c1331r2t/,paypal.com-us.cgi-bin.webscr-cmd-login-done-login.access-1308616875.paypal.com-us.cgi-bin.webscr-cmd-login-done-login.access-1308616875.colangelos.ca/cmd=_login-submit&dispatch=5885d80a13c0db1fb69470a13c0db1f1ff80d546411d7f8a8350c1331r2t/,238,1,False,0,True,False,0.0,0.1345
MSG_000266,SMS,1,Phishing,oceaniadrill.com,oceaniadrill.com,16,1,False,0,False,False,0.0,0.0625
MSG_000267,SMS,1,Phishing,contourelectrical.com.au,contourelectrical.com.au,24,1,False,0,False,False,0.0,0.0833
MSG_000274,SMS,1,Phishing,holzspielzeug-freising.de,holzspielzeug-freising.de,25,1,False,0,False,False,0.0,0.08
MSG_000275,SMS,1,Phishing,saarz.000webhostapp.com,saarz.000webhostapp.com,23,1,False,0,False,False,0.0,0.087
MSG_000278,SMS,1,Phishing,You have 1 new voicemail. Please call 08719181503,You have 1 new voicemail. Please call 08719181503,49,8,False,0,True,False,0.0408,0.0204
MSG_000282,SMS,1,Phishing,refund-hmrc.uk-codeb6159368de39251d7a-login.id-107sbtd9cbhsbtd5d80a13c0db1f546757jnq9j5754675766804306.riptributes.com,refund-hmrc.uk-codeb6159368de39251d7a-login.id-107sbtd9cbhsbtd5d80a13c0db1f546757jnq9j5754675766804306.riptributes.com,118,1,False,0,True,False,0.0,0.0678
MSG_000283,SMS,1,Phishing,viktor-art.pl,viktor-art.pl,13,1,False,0,False,False,0.0,0.1538
MSG_000286,SMS,1,Phishing,licksecuredlick.000webhostapp.com,licksecuredlick.000webhostapp.com,33,1,False,0,False,False,0.0,0.0606
MSG_000287,SMS,1,Phishing,"best pharmacy directoryfor viagra . get the medication you need delivered to your door in 24 hours . charity begins at home , but shouldn ' t end there . most people my age are dead at the present time . in the future everyone will be famous for fifteen minutes .","best pharmacy directoryfor viagra . get the medication you need delivered to your door in 24 hours . charity begins at home , but shouldn ' t end there . most people my age are dead at the present time . in the future everyone will be famous for fifteen minutes .",263,52,False,0,False,False,0.0,0.0266
MSG_000291,SMS,1,Phishing,freemortgagequotes debt elimination is only one click away . let the banks compete for your mortgage or loan . no obligation just a quick form to fill in .,freemortgagequotes debt elimination is only one click away . let the banks compete for your mortgage or loan . no obligation just a quick form to fill in .,155,29,False,0,False,False,0.0,0.0194
MSG_000296,SMS,1,Phishing,horrible-cockpits.000webhostapp.com,horrible-cockpits.000webhostapp.com,35,1,False,0,False,False,0.0,0.0857
MSG_000299,SMS,1,Phishing,fornangz.top,fornangz.top,12,1,False,0,False,False,0.0,0.0833
